AreaNorm,PerimNorm,RazonEjes,Excentricidad,Solidez,Extension,CantDedos
29,-64,-31,22,48,-23,1
51,-65,-42,28,76,60,1
62,-71,-54,33,81,50,1
0,-56,-54,33,28,7,1
35,-55,-69,39,54,9,1
-15,-26,-46,30,17,-8,1
30,-54,-56,34,41,12,1
55,-70,-21,17,56,44,1
24,-63,-42,28,49,25,1
-34,-2,-87,46,-48,-50,1
-27,-30,-53,33,-37,-63,1
31,-58,-62,37,52,13,1
24,-41,-58,35,34,5,1
17,-21,-49,31,33,-3,1
15,-61,-62,37,41,2,1
-10,-16,-51,32,15,-34,1
36,-61,-39,27,37,1,1
55,-60,-50,32,62,49,1
35,-58,-67,39,60,25,1
17,-68,-42,28,29,-12,1
-37,-10,-50,32,-39,-62,1
-6,28,-39,26,-2,-27,1
-71,-3,-39,26,-31,-52,1
45,-27,-47,30,62,28,1
25,-61,-64,38,40,2,1
25,-50,-57,35,42,3,1
21,-63,-44,29,54,37,1
-57,-31,-55,34,-51,-58,1
51,-63,-46,30,72,-7,1
36,-62,-54,33,34,4,1
20,-55,-67,39,58,16,1
30,-55,-66,38,47,6,1
15,-56,-63,37,34,-4,1
-3,-19,-49,31,8,-26,1
19,-60,-63,37,46,20,1
-6,-22,-61,36,34,2,1
-8,-10,-41,27,14,-25,1
-37,-35,-39,27,8,-27,1
20,-15,-49,31,32,5,1
-24,23,-48,31,-11,-34,1
36,-61,-41,27,37,1,1
43,-62,-72,41,61,13,1
-30,-23,-36,25,9,-15,1
12,-53,-63,37,38,-24,1
10,-62,-67,39,42,-10,1
44,-65,-49,31,47,11,1
-7,-22,-37,26,34,11,1
55,-64,-37,25,63,59,1
27,-56,-47,30,44,31,1
-42,0,-83,45,-53,-62,1
37,-63,-47,30,61,33,1
23,-47,-67,39,52,-34,1
-31,-22,-68,39,-37,-53,1
38,-65,-76,42,60,18,1
23,-63,-47,30,50,31,1
15,-14,-45,29,26,6,1
53,-66,-54,33,71,49,1
0,-56,-61,36,27,2,1
16,-62,-63,37,59,12,1
41,-58,-67,39,63,9,1
0,-61,-32,23,37,-11,1
6,-24,-33,24,23,-13,1
37,-46,-62,37,54,-27,1
-32,-7,-64,38,-3,-25,1
24,-60,-69,40,49,16,1
50,-60,-64,38,74,43,1
25,-63,-41,28,48,25,1
40,-59,-69,40,54,20,1
6,-23,-36,25,20,-13,1
50,-65,-59,35,66,40,1
-55,-34,-47,30,0,-24,1
1,-64,-71,40,36,-3,1
-50,-30,-57,35,-33,-49,1
-50,-8,-70,40,-42,-62,1
36,-68,-46,30,35,-7,1
-20,-37,-61,36,-29,-51,1
38,-61,-65,38,58,37,1
-38,-2,-84,45,-43,-61,1
-3,-22,-35,24,10,-28,1
19,-16,-65,38,45,-4,1
-36,-11,-102,51,-37,-56,1
67,-78,-45,29,80,51,1
27,-58,-70,40,52,11,1
38,-62,-40,27,47,28,1
28,-31,-29,22,38,2,1
40,-58,-68,39,59,23,1
35,-65,-51,32,56,26,1
-41,3,-90,47,-56,-53,1
49,-66,-43,29,74,57,1
-13,-8,-60,36,11,-28,1
-30,-10,-61,36,3,-18,1
20,-59,-61,36,44,-17,1
41,-60,-70,40,59,17,1
-56,-2,-40,27,-15,-39,1
-10,-10,-59,35,11,-18,1
38,-50,-65,38,54,-15,1
68,-63,-41,28,74,51,1
27,-58,-62,37,42,8,1
17,-71,-55,34,47,8,1
46,-72,-49,31,50,7,1
44,-57,-58,35,60,39,1
31,-57,-45,29,49,13,1
39,-56,-56,34,41,7,1
49,-61,-57,35,69,34,1
33,-54,-39,26,46,-28,1
-19,-23,-41,27,20,-5,1
-4,-26,-34,24,43,8,1
-5,-32,-20,17,27,2,1
3,-25,-58,35,36,-3,1
-16,-61,-70,40,19,-17,1
28,-60,-65,38,55,19,1
11,-50,-65,38,32,9,1
-27,-24,-45,29,-39,-61,1
-39,-33,-67,39,-46,-69,1
28,-56,-43,28,46,15,1
33,-62,-51,32,36,11,1
48,-63,-33,24,63,41,1
22,-60,-73,41,57,19,1
3,-62,-51,32,44,24,1
49,-63,-47,30,61,48,1
42,-18,-40,27,30,-9,1
53,-65,-56,34,67,48,1
-23,-23,-53,33,8,-24,1
56,-62,-43,28,73,39,1
52,-59,-60,36,63,37,1
39,-62,-44,29,58,46,1
40,-66,-45,29,56,30,1
68,-72,-45,29,72,26,1
52,-67,-49,31,75,48,1
-79,-33,-44,29,-49,-68,1
25,-60,-60,36,30,-11,1
57,-70,-47,30,77,59,1
40,-65,-57,35,60,45,1
24,-57,-47,30,41,27,1
25,-67,-47,30,52,28,1
35,-61,-47,30,70,40,1
28,-63,-40,27,51,35,1
28,-60,-66,39,48,11,1
-62,-17,-41,27,-24,-42,1
21,-56,-52,33,41,3,1
-44,-15,-76,42,-47,-59,1
53,-63,-38,26,61,35,1
3,-17,-43,28,14,-15,1
16,-67,-61,37,48,5,1
2,-53,-55,34,23,-28,1
26,-61,-62,37,58,23,1
-27,-23,-68,39,10,-14,1
40,-59,-66,39,57,13,1
47,-66,-33,24,63,51,1
33,-54,-69,40,53,16,1
4,-55,-32,23,37,-15,1
-59,-4,-36,25,-15,-37,1
35,-59,-71,41,66,22,1
8,-61,-57,35,42,21,1
-11,-17,-48,31,12,-33,1
47,-66,-68,39,65,39,1
32,-61,-56,34,64,43,1
-9,-7,-38,26,10,-28,1
37,-61,-45,29,58,46,1
-84,-3,-62,37,-30,-40,1
36,-52,-68,39,50,7,1
28,-58,-68,39,59,-2,1
27,-43,-57,34,30,-9,1
12,-63,-53,33,48,13,1
45,-20,-40,27,29,-15,1
6,-26,-45,29,12,-19,1
21,-67,-63,37,35,4,1
20,-62,-41,28,48,26,1
44,-63,-58,35,58,37,1
27,-57,-60,36,39,12,1
25,-67,-49,31,35,0,1
48,-60,-51,32,66,34,1
15,-58,-57,35,36,10,1
23,-57,-65,38,43,3,1
30,-49,-67,39,47,9,1
53,-68,-52,33,64,37,1
23,-51,-70,40,43,12,1
-19,-12,-49,31,-7,-34,1
20,-60,-67,39,45,7,1
25,-56,-67,39,48,-2,1
34,-48,-68,39,51,12,1
32,-61,-33,23,47,-21,1
29,-63,-49,31,56,36,1
24,-48,-62,37,53,-26,1
43,-65,-50,32,60,19,1
-31,-14,-55,34,-32,-55,1
48,-65,-48,31,73,38,1
-26,-19,-55,34,11,-24,1
18,-61,-61,37,49,22,1
39,-64,-47,30,65,44,1
-35,-18,-93,48,-43,-45,1
24,-53,-71,40,49,1,1
-52,8,-68,39,-16,-29,1
5,-59,-56,34,43,20,1
16,-60,-64,38,27,-1,1
33,-59,-49,31,45,24,1
13,-64,-66,39,41,0,1
49,-62,-43,28,58,21,1
-11,-67,-64,38,25,-6,1
15,-62,-67,39,49,2,1
55,-61,-52,32,60,38,1
-1,-63,-54,33,16,-16,1
21,-21,-46,30,23,-20,1
33,-43,-59,35,49,-4,1
-22,-27,-61,36,14,-17,1
28,-52,-65,38,51,-18,1
-6,-63,-61,36,20,-20,1
51,-62,-70,40,76,46,1
25,-46,-64,38,37,-5,1
30,-69,-51,32,40,1,1
0,-10,-34,24,10,-29,1
-4,-8,-59,35,8,-18,1
22,-48,-60,36,47,-12,1
-3,-30,-48,30,18,-16,1
52,-65,-68,39,77,44,1
24,-49,-55,34,48,19,1
14,-64,-55,34,48,13,1
34,-54,-71,40,53,10,1
-9,-63,-61,36,19,-21,1
20,-60,-63,37,45,2,1
45,-63,-46,30,67,52,1
3,-56,-45,29,35,22,1
28,-68,-63,37,36,-2,1
50,-64,-58,35,69,44,1
-4,-55,-48,31,28,-28,1
53,-63,-47,30,62,31,1
34,-66,-46,30,34,-10,1
-21,-17,-49,31,4,-26,1
14,-66,-43,28,28,-12,1
23,-58,-64,38,47,19,1
17,-63,-68,39,41,-6,1
18,-57,-69,40,46,5,1
50,-69,-52,32,73,34,1
-6,-12,-37,25,29,4,1
48,-62,-57,35,63,51,1
46,-58,-21,17,42,38,1
-12,-29,-51,32,19,-17,1
13,-62,-56,34,50,-17,1
-66,30,-62,37,-40,-41,1
38,-66,-45,29,44,1,1
35,-54,-66,39,60,-8,1
-25,-20,-57,35,-32,-63,1
27,-50,-67,39,42,5,1
56,-65,-44,29,71,37,1
21,-64,-49,31,55,32,1
51,-65,-61,36,58,18,1
36,-64,-53,33,43,4,1
-16,-28,-58,35,16,-22,1
40,-66,-72,41,70,38,1
-28,-17,-66,38,-28,-52,1
37,-61,-53,33,52,21,1
53,-57,-63,37,65,32,1
19,-57,-72,41,51,17,1
16,-59,-66,38,48,-1,1
39,-64,-35,25,59,34,1
24,-26,-41,27,53,27,1
-31,-25,-57,35,-41,-64,1
43,-53,-66,38,52,16,1
38,-68,-36,25,58,-24,1
52,-60,-56,34,55,17,1
19,-20,-39,26,45,28,1
41,-63,-32,23,55,44,1
39,-24,-40,27,35,-5,1
41,-60,-51,32,41,12,1
10,-53,-68,39,30,5,1
17,-17,-49,31,36,5,1
-20,16,-46,30,-3,-28,1
-22,8,-51,32,-3,-33,1
-9,-9,-40,27,12,-24,1
52,-63,-47,30,70,-8,1
8,-60,-63,37,50,12,1
42,-60,-41,27,56,25,1
-54,-4,-78,43,-59,-64,1
33,-67,-62,37,49,9,1
8,-60,-60,36,38,3,1
-22,-30,-34,24,23,-2,1
18,-54,-67,39,36,-2,1
0,-65,-46,30,50,-12,1
11,-60,-57,35,39,-2,1
33,-55,-62,37,53,20,1
28,-59,-65,38,50,10,1
26,-54,-68,39,41,13,1
21,-56,-45,29,47,14,1
47,-57,-66,38,60,18,1
8,-62,-69,39,45,6,1
-94,26,-59,36,-37,-39,1
19,-47,-56,34,35,10,1
40,-57,-56,34,63,-16,1
6,-58,-54,34,38,6,1
13,-43,-58,35,39,23,1
16,-56,-68,39,46,1,1
39,-63,-58,35,57,15,1
28,-51,-56,34,38,20,1
-18,-34,-41,28,32,-6,1
-10,-28,-49,31,7,-25,1
-15,-27,-54,34,15,-25,1
57,-73,-51,32,88,55,1
22,-53,-55,34,41,21,1
23,-12,-62,37,37,-1,1
44,-30,-42,28,51,17,1
34,-60,-65,38,62,29,1
29,-43,-62,37,37,2,1
37,-56,-55,34,54,37,1
7,-66,-34,24,47,12,1
61,-73,-48,31,79,48,1
32,-63,-43,28,52,36,1
-7,-23,-61,36,32,3,1
47,-65,-46,30,58,26,1
36,-59,-70,40,60,13,1
29,-57,-39,27,44,28,1
-20,28,-51,32,-4,-31,1
29,-54,-41,27,48,17,1
-24,-19,-58,35,11,-21,1
62,-72,-50,32,73,51,1
19,-57,-64,38,46,8,1
40,-63,-40,27,39,0,1
33,-58,-40,27,47,15,1
45,-58,-71,40,55,15,1
25,-18,-53,33,35,20,1
6,-59,-31,22,41,-12,1
22,-63,-72,41,49,16,1
31,-58,-64,38,61,17,1
-39,-3,-73,41,-40,-62,1
-31,-34,-52,32,-35,-55,1
-9,-29,-48,31,10,-28,1
21,-62,-68,39,47,12,1
40,-58,-76,42,56,20,1
35,-58,-67,39,60,25,1
9,-67,-53,33,37,-4,1
21,-60,-55,34,44,10,1
-6,-26,-26,20,37,7,1
-40,-47,-42,28,6,-27,1
32,-61,-33,23,47,-21,1
-31,-18,-61,36,-35,-62,1
-20,-19,-52,33,3,-31,1
4,-14,-36,25,16,-15,1
12,-57,-67,39,46,4,1
33,-52,-66,38,56,15,1
46,-65,-45,29,58,43,1
-44,-34,-48,31,0,-32,1
42,-57,-70,40,54,19,1
42,-62,-43,28,58,46,1
43,23,-39,27,23,-6,1
10,-15,-67,39,35,2,1
43,-66,-44,29,67,33,1
28,-67,-53,33,36,-8,1
47,-62,-59,36,66,38,1
34,-66,-54,33,59,34,1
25,-63,-42,28,48,25,1
-3,-54,-31,22,29,-12,1
62,-70,-54,34,78,48,1
41,-60,-71,40,59,9,1
-8,-58,-54,33,36,26,1
-7,-25,-58,35,30,-7,1
40,-22,-38,26,33,-2,1
3,-29,-43,28,22,-10,1
-13,-33,-54,33,-24,-53,1
59,-66,-64,38,79,44,1
-1,-50,-47,30,22,-27,1
5,-10,-42,28,18,-16,1
6,-19,-34,24,21,-20,1
5,-17,-53,33,24,-20,1
46,-64,-47,30,65,34,1
30,-52,-68,39,53,10,1
48,-61,-65,38,61,17,1
14,-47,-71,40,23,-3,1
50,-58,-69,40,57,13,1
48,-64,-45,29,74,52,1
45,-65,-33,24,61,50,1
63,-73,-50,32,74,45,1
38,-62,-66,39,62,20,1
40,-66,-46,30,65,43,1
8,-61,-49,31,44,-20,1
65,-65,-43,28,78,53,1
52,21,-43,28,14,-8,1
-13,-1,-41,27,-3,-30,1
19,-70,-58,35,47,7,1
3,-17,-33,23,14,-26,1
36,-62,-52,32,57,34,1
53,-67,-29,22,65,54,1
-7,-19,-41,27,14,-21,1
24,-48,-61,36,40,1,1
37,-29,-32,23,39,-3,1
-6,-67,-56,34,24,-17,1
25,-61,-63,37,34,-2,1
-15,12,-44,29,9,-24,1
-28,-21,-58,35,-29,-58,1
35,-55,-67,39,50,16,1
36,-51,-51,32,47,13,1
-38,12,-70,40,-8,-33,1
2,-19,-49,31,22,-23,1
21,-64,-63,37,35,-3,1
9,-15,-66,38,25,-8,1
11,-66,-48,31,41,3,1
22,-50,-55,34,38,4,1
44,-56,-62,37,62,27,1
34,-52,-59,36,44,11,1
21,-55,-58,35,46,22,1
7,-62,-66,38,31,-4,1
-27,-28,-58,35,-35,-63,1
32,-57,-71,40,52,19,1
4,-58,-57,35,39,-27,1
-8,-27,-27,20,23,1,1
1,-29,-46,30,20,-9,1
49,-63,-51,32,73,51,1
32,-29,-44,29,54,26,1
25,-47,-67,39,40,13,1
21,-67,-59,35,37,-3,1
-9,-16,-49,31,15,-34,1
-44,25,-56,34,-15,-37,1
5,-64,-61,36,41,10,1
40,-63,-40,27,61,33,1
8,-12,-59,36,27,0,1
35,-60,-57,35,49,6,1
42,-62,-55,34,55,25,1
31,-58,-70,40,57,21,1
35,-54,-67,39,50,15,1
5,-65,-23,19,49,16,1
26,-56,-45,29,44,14,1
0,-61,-44,29,30,-12,1
-39,6,-57,34,-13,-34,1
29,-55,-69,40,47,9,1
0,-66,-67,39,39,-1,1
51,-69,-46,30,69,56,1
5,-64,-28,21,46,19,1
35,-60,-45,29,36,-15,1
10,-61,-75,42,41,7,1
38,-20,-43,28,49,12,1
-12,-34,-54,33,-26,-52,1
37,-53,-69,40,50,1,1
55,-69,-47,30,73,57,1
18,-57,-66,38,46,1,1
0,-25,-44,29,16,-20,1
11,-64,-55,34,30,-2,1
43,-56,-54,33,60,-19,1
38,14,-41,28,27,-16,1
48,-61,-54,33,69,47,1
43,-59,-59,36,57,19,1
19,-15,-30,22,20,-4,1
-31,-6,-75,42,-41,-64,1
7,-26,-35,25,27,-11,1
43,-70,-53,33,38,10,1
31,-58,-63,37,53,12,1
1,-50,-67,39,21,-3,1
38,-71,-42,28,45,0,1
32,-57,-47,30,56,35,1
5,-59,-71,40,48,18,1
63,-63,-42,28,75,41,1
10,-14,-65,38,35,4,1
26,-49,-40,27,46,-36,1
58,-68,-55,34,75,47,1
-7,-66,-58,35,19,-12,1
2,-22,-64,37,34,-8,1
35,-60,-59,36,49,6,1
31,-55,-69,39,52,8,1
-24,-17,-64,38,-27,-52,1
58,-65,-51,32,71,46,1
31,-57,-56,34,45,17,1
36,-60,-73,41,61,18,1
-4,-15,-31,22,16,-7,1
39,-22,-31,23,38,-1,1
33,-62,-42,28,61,41,1
-19,-18,-56,34,-28,-50,1
-8,-20,-57,35,28,-1,1
15,-63,-61,36,50,6,1
47,-63,-56,34,73,46,1
21,-56,-42,28,50,33,1
0,-60,-31,22,41,-6,1
55,-74,-63,37,81,46,1
0,-62,-62,37,15,-23,1
52,-19,-39,26,31,-1,1
65,-71,-42,28,70,38,1
34,-49,-67,39,53,14,1
-16,-2,-110,54,-36,-53,1
42,-63,-66,38,64,21,1
-37,17,-95,49,-49,-44,1
41,-53,-70,40,52,20,1
-6,-31,-22,18,26,-3,1
22,-23,-54,33,48,11,1
29,-55,-64,37,45,2,1
30,-67,-63,37,37,-4,1
25,-58,-65,38,52,5,1
24,-63,-42,28,49,25,1
29,-53,-47,30,41,12,1
42,-63,-51,32,62,30,1
19,-56,-49,31,47,18,1
31,-55,-66,39,51,6,1
53,-64,-46,30,76,46,1
38,-58,-61,36,54,18,1
37,-28,-32,23,37,-2,1
-74,-29,-47,30,-50,-64,1
57,-65,-59,35,79,30,1
29,-63,-42,28,58,31,1
-15,-12,-49,31,-1,-29,1
31,-59,-54,33,61,7,1
16,-56,-64,38,40,15,1
21,-47,-58,35,29,-4,1
-52,-37,-33,24,-4,-46,1
34,-58,-61,36,48,19,1
49,-72,-47,30,69,47,1
32,-63,-64,37,46,16,1
37,-55,-68,39,53,21,1
23,-48,-60,36,40,1,1
23,-54,-47,30,51,16,1
47,-63,-55,34,66,32,1
-23,-18,-64,37,-37,-54,1
3,-66,-66,38,28,-1,1
36,-60,-58,35,49,6,1
25,-30,-32,23,32,-9,1
29,-62,-50,32,59,13,1
-43,-24,-104,52,-34,-54,1
5,-20,-43,28,18,-11,1
-27,-16,-55,34,-36,-56,1
-28,-33,-52,33,-26,-46,1
31,-58,-61,36,59,10,1
40,-66,-58,35,78,54,1
8,-14,-41,28,14,-12,1
8,-50,-39,27,31,22,1
-20,-18,-50,32,7,-25,1
16,-61,-68,39,49,2,1
-67,33,-54,33,-30,-36,1
-16,-27,-57,35,16,-21,1
3,-58,-63,37,43,20,1
30,-60,-64,37,53,15,1
37,-28,-30,22,38,-3,1
-3,-47,-49,31,23,-29,1
20,-56,-36,25,38,-35,1
-5,-27,-27,20,39,9,1
10,-60,-75,42,47,12,1
-12,-18,-50,32,16,-37,1
49,-63,-58,35,72,44,1
27,-49,-62,37,41,14,1
42,-66,-45,29,42,-1,1
31,-61,-62,37,51,10,1
32,-56,-52,32,54,39,1
37,-45,-67,39,51,11,1
24,-55,-69,40,48,12,1
7,-30,-51,32,35,4,1
13,-15,-65,38,40,-13,1
19,-70,-57,35,47,10,1
25,-55,-69,40,57,15,1
40,-62,-44,29,60,40,1
38,-61,-64,38,59,14,1
50,-61,-68,39,75,46,1
51,-64,-49,31,62,43,1
65,-63,-44,29,71,36,1
-6,-12,-38,26,28,2,1
-58,-46,-51,32,-38,-49,1
33,-57,-41,27,50,32,1
27,-52,-54,33,42,3,1
-19,-26,-89,47,-33,-41,1
60,-76,-47,30,82,50,1
23,-63,-43,28,29,-2,1
-23,-16,-98,50,-30,-54,1
-59,-28,-49,31,-39,-55,1
31,-51,-69,39,47,6,1
25,-58,-48,31,52,17,1
48,-61,-52,32,62,44,1
-3,-52,-42,28,23,-24,1
51,-67,-51,32,74,55,1
30,-61,-68,39,53,19,1
18,-57,-68,39,45,-1,1
18,-52,-55,34,39,19,1
38,-21,-64,38,67,33,1
24,-50,-46,30,42,22,1
-21,-12,-57,35,2,-22,1
-14,-21,-55,34,22,-19,1
-19,-14,-59,35,7,-20,1
31,-61,-68,39,58,13,1
-11,-25,-43,28,13,-24,1
16,-21,-43,28,34,11,1
-21,-29,-59,35,10,-17,1
33,-20,-33,24,43,36,1
23,-50,-73,41,47,-6,1
24,-62,-55,34,58,35,1
-30,-39,-67,39,-27,-54,1
31,-64,-50,31,51,9,1
31,-59,-59,35,50,7,1
36,-62,-54,33,34,4,1
31,-52,-65,38,56,-22,1
29,-61,-67,39,61,18,1
-96,6,-80,44,-40,-46,1
16,-59,-63,37,51,5,1
14,-55,-45,29,35,8,1
17,-62,-58,35,25,-16,1
37,-68,-51,32,36,0,1
-20,-23,-58,35,-29,-49,1
23,-68,-64,38,40,1,1
-21,-5,-55,34,2,-22,1
45,-67,-48,31,44,-2,1
52,-67,-47,30,73,50,1
-23,-18,-61,36,15,-19,1
28,-60,-44,29,43,24,1
38,-61,-66,38,44,11,1
1,-14,-51,32,14,-34,1
37,-46,-62,37,54,-27,1
-11,29,-44,29,2,-24,1
33,-63,-54,33,53,4,1
-3,-67,-60,36,31,-11,1
32,-65,-40,27,37,0,1
-55,-2,-33,24,1,-34,1
5,-63,-57,35,43,7,1
50,-70,-36,25,73,50,1
51,-65,-21,17,49,42,1
20,-43,-48,31,40,18,1
21,-30,-43,28,33,-5,1
-27,-30,-55,34,-28,-54,1
21,-54,-60,36,42,0,1
28,-59,-51,32,52,14,1
26,-58,-45,29,47,34,1
20,-59,-51,32,47,13,1
32,-64,-55,34,41,2,1
50,-60,-64,37,63,36,1
34,-52,-65,38,60,-5,1
-16,-28,-55,34,14,-18,1
27,-60,-65,38,49,12,1
19,-61,-66,38,53,21,1
26,-18,-56,34,55,-20,1
19,-59,-64,37,42,3,1
50,-62,-59,35,67,44,1
54,-66,-29,22,55,48,1
10,-62,-54,33,42,18,1
22,-61,-64,37,46,4,1
49,-71,-42,28,61,29,1
-8,-1,-35,24,0,-35,1
51,-64,-51,32,59,46,1
46,-69,-66,38,73,24,1
28,-55,-62,37,50,14,1
-61,-36,-53,33,-36,-55,1
53,-67,-57,35,58,20,1
29,-57,-44,29,44,28,1
31,-61,-66,38,48,9,1
50,-60,-58,35,65,47,1
5,-63,-75,42,39,9,1
-4,-46,-53,33,21,-35,1
-42,13,-55,34,-14,-32,1
45,-66,-65,38,61,22,1
-27,-25,-45,29,-35,-57,1
-11,-18,-50,31,13,-35,1
10,-54,-66,38,42,9,1
-20,-26,-62,37,13,-16,1
33,-59,-49,31,62,41,1
13,-57,-64,37,45,9,1
27,-62,-57,35,43,8,1
43,-67,-64,38,57,18,1
47,-66,-45,29,75,58,1
3,-66,-53,33,24,-15,1
37,-59,-54,33,60,17,1
24,-46,-61,36,36,-2,1
33,-51,-63,37,40,2,1
9,-56,-66,38,39,9,1
41,-68,-39,26,44,5,1
21,-60,-66,38,49,-3,1
35,-65,-64,38,62,25,1
3,-63,-52,32,34,-4,1
20,-8,-60,36,32,0,1
48,-63,-43,28,70,55,1
4,-16,-53,33,25,-20,1
-7,-64,-58,35,20,-13,1
17,-67,-44,29,28,-14,1
-6,-23,-34,24,39,9,1
-39,-43,-36,25,25,1,1
40,-65,-35,25,43,1,1
-54,-33,-64,38,-52,-63,1
16,-24,-50,32,45,7,1
-44,-15,-77,43,-46,-60,1
22,-63,-57,35,38,0,1
12,-24,-66,39,48,5,1
-35,43,-49,31,-13,-26,1
49,-59,-57,34,60,32,1
39,-61,-28,21,50,44,1
43,-66,-44,29,67,33,1
-35,-9,-75,42,-36,-58,1
48,-65,-48,31,73,38,1
28,-59,-47,30,57,39,1
14,-29,-42,28,40,2,1
49,-65,-35,25,63,43,1
-15,-16,-59,36,7,-30,1
40,-58,-48,31,55,42,1
-57,-1,-76,42,-59,-65,1
0,-13,-52,32,17,-29,1
-5,-31,-49,31,19,-15,1
-13,-26,-54,34,9,-20,1
27,-55,-44,29,38,23,1
50,-63,-52,32,61,35,1
37,-51,-51,32,40,12,1
29,-52,-69,40,45,7,1
5,-54,-32,23,37,-13,1
-29,-26,-44,29,-36,-57,1
28,-59,-47,30,53,28,1
17,-59,-64,37,42,0,1
24,-62,-50,32,50,24,1
39,-22,-67,39,58,24,1
-65,0,-35,24,-15,-42,1
40,-60,-52,32,59,29,1
-2,-65,-51,32,37,20,1
65,-63,-61,36,63,34,1
-22,-22,-100,50,-26,-35,1
23,-10,-68,39,38,-29,1
11,-65,-64,38,48,3,1
55,-62,-47,30,70,31,1
28,-24,-47,30,47,-28,1
25,-50,-50,31,37,19,1
15,-19,-40,27,27,-18,1
5,-57,-75,42,43,11,1
4,-14,-43,29,32,7,1
56,-23,-36,25,34,-8,1
44,-63,-69,39,66,18,1
17,-54,-65,38,45,-2,1
-28,-16,-70,40,-34,-51,1
-24,-16,-63,37,19,-12,1
54,-64,-36,25,67,43,1
32,-54,-69,40,53,13,1
21,-23,-36,25,26,-8,1
2,-65,-49,31,46,-9,1
0,-23,-74,42,38,2,1
-10,-18,-57,35,20,-23,1
17,-43,-54,33,30,15,1
44,-66,-68,39,61,15,1
30,-55,-62,37,42,19,1
23,-63,-47,30,49,29,1
40,-65,-45,29,37,-7,1
28,-57,-62,37,56,-14,1
16,-53,-66,38,40,5,1
3,-21,-68,39,37,2,1
17,-60,-61,36,59,3,1
40,-62,-51,32,62,27,1
45,-49,-68,39,57,-8,1
49,-63,-44,29,70,55,1
45,-65,-45,29,66,24,1
-16,-28,-44,29,15,-11,1
46,-65,-32,23,61,56,1
-16,-25,-92,48,-31,-43,1
16,-68,-67,39,50,10,1
32,-62,-41,28,54,20,1
38,-62,-37,26,56,31,1
35,-70,-41,28,41,-2,1
-4,-54,-42,28,23,-23,1
30,-62,-50,32,57,35,1
32,-59,-41,28,46,29,1
33,-64,-29,21,60,42,1
28,-45,-67,39,36,3,1
30,-60,-37,25,55,37,1
10,-42,-66,38,22,5,1
21,-6,-59,35,32,2,1
27,-63,-67,39,62,18,1
-33,-16,-74,41,-34,-51,1
50,-64,-58,35,63,41,1
21,-62,-62,37,46,5,1
47,-59,-57,35,46,4,1
35,-64,-36,25,66,42,1
-9,-24,-45,30,16,-31,1
13,-64,-54,33,50,15,1
48,-72,-52,33,78,34,1
-33,-16,-74,41,-34,-51,1
46,-61,-58,35,62,48,1
-7,-24,-48,31,14,-19,1
32,-60,-57,35,59,12,1
50,-60,-53,33,69,45,1
14,-63,-54,33,52,-15,1
33,-60,-72,41,53,17,1
26,-56,-45,29,44,14,1
-64,-31,-56,34,-47,-56,1
39,-56,-65,38,46,26,1
65,-64,-43,29,77,53,1
25,-31,-33,23,38,-2,1
22,-48,-64,38,47,-31,1
23,-61,-68,39,45,14,1
29,-22,-67,39,58,29,1
51,-62,-67,39,82,54,1
-6,-29,-71,40,32,-7,1
36,-52,-62,37,49,20,1
24,-47,-52,32,36,19,1
1,-25,-47,30,12,-27,1
-21,-24,-91,48,-30,-49,1
9,-17,-62,37,25,-2,1
12,-57,-64,38,42,9,1
31,-55,-43,29,56,-22,1
14,-58,-39,27,41,22,1
8,-63,-65,38,43,13,1
-20,37,-55,34,-13,-30,1
35,-69,-43,28,52,21,1
27,-55,-68,39,53,9,1
36,-52,-62,37,49,20,1
50,-63,-48,30,61,41,1
3,-60,-70,40,28,-9,1
45,-56,-52,33,71,-18,1
39,-58,-74,41,66,20,1
24,-63,-65,38,44,11,1
21,-56,-44,29,49,15,1
39,-73,-41,28,44,0,1
4,-63,-49,31,31,-1,1
49,-62,-43,28,58,21,1
-42,-42,-29,22,9,-36,1
33,59,-41,27,7,-27,1
28,-58,-70,40,57,-5,1
-15,-1,-110,53,-37,-53,1
-10,-31,-65,38,20,-13,1
48,-61,-54,33,69,47,1
14,-62,-54,33,50,-16,1
26,-21,-32,23,33,-5,1
22,-45,-49,31,37,12,1
28,-48,-54,34,40,14,1
30,-54,-56,34,41,12,1
-3,-56,-32,23,32,-14,1
-56,12,-57,34,-15,-35,1
39,-63,-58,35,57,15,1
14,-55,-66,38,42,-13,1
-22,-25,-77,43,-27,-48,1
21,-62,-55,34,30,-3,1
-31,-20,-69,39,-37,-53,1
-28,-29,-96,49,-34,-49,1
28,-62,-38,26,46,33,1
9,-65,-67,39,31,0,1
48,-58,-58,35,63,29,1
40,-66,-46,30,35,-1,1
19,-58,-61,36,32,-8,1
50,-65,-47,30,58,36,1
32,-63,-53,33,61,32,1
50,-66,-54,34,60,15,1
28,-63,-34,24,55,38,1
46,-70,-44,29,65,52,1
2,-56,-56,34,26,-1,1
15,-59,-63,37,51,6,1
46,-59,-74,42,53,26,1
20,-58,-41,27,48,30,1
17,37,-46,30,5,-20,1
20,-62,-38,26,41,31,1
-25,19,-52,33,-6,-28,1
7,-60,-46,30,37,22,1
18,-58,-75,42,56,13,1
40,-58,-55,34,51,21,1
3,-62,-51,32,44,24,1
19,-19,-52,32,30,8,1
4,-57,-75,42,42,10,1
