AreaNorm,PerimNorm,RazonEjes,Excentricidad,Solidez,Extension,CantDedos
-14,39,6,1,-29,-39,4
-48,67,38,-22,-40,-34,4
-6,19,15,-5,-26,-27,4
-18,32,10,-2,-28,-29,4
10,22,2,4,-18,-24,4
-8,22,1,5,-18,-29,4
-35,62,32,-17,-42,-24,4
-13,30,10,-2,-19,-30,4
-63,75,38,-22,-49,-44,4
-5,36,-4,7,-22,-27,4
-14,44,-3,7,-20,-24,4
-29,54,15,-4,-34,-33,4
-28,38,16,-5,-33,-41,4
-59,75,41,-25,-51,-47,4
21,-4,-23,18,9,-15,4
-39,46,45,-28,-47,-36,4
-63,82,43,-26,-48,-43,4
-11,22,9,-1,-25,-14,4
-3,15,6,1,-30,-34,4
-7,24,22,-10,-23,-27,4
-21,54,14,-4,-32,-42,4
-41,69,24,-11,-39,-42,4
-59,63,55,-36,-51,-50,4
-61,70,50,-32,-52,-48,4
-54,72,32,-17,-48,-45,4
-49,72,25,-12,-46,-45,4
-18,45,1,4,-26,-35,4
-4,30,-3,7,-14,-17,4
-42,59,33,-18,-39,-39,4
43,4,-25,19,20,9,4
13,-6,-21,17,3,-18,4
-57,61,53,-35,-49,-46,4
-17,34,8,0,-30,-19,4
53,-11,-29,22,32,16,4
-68,62,49,-31,-55,-49,4
-44,56,37,-21,-44,-37,4
-37,46,31,-17,-42,-43,4
-4,46,-9,10,-31,-13,4
-12,49,-9,10,-14,-25,4
-1,10,20,-9,-18,-26,4
-6,27,18,-7,-27,-25,4
-55,71,37,-21,-45,-47,4
-7,29,0,5,-24,-24,4
-49,55,50,-32,-48,-36,4
7,-5,3,3,-5,-19,4
-17,39,36,-20,-28,-24,4
-22,58,16,-6,-26,-29,4
36,6,-20,17,7,-1,4
-63,77,41,-25,-46,-49,4
-93,71,79,-60,-76,-63,4
6,0,0,5,-4,-19,4
6,5,2,4,-5,-20,4
-4,36,-5,8,-19,-33,4
-43,54,25,-12,-46,-46,4
-12,31,13,-3,-28,-14,4
-54,67,44,-27,-42,-39,4
-49,61,40,-23,-46,-50,4
-59,65,54,-35,-51,-42,4
-39,61,29,-15,-40,-45,4
-49,78,13,-3,-44,-45,4
-9,62,-13,13,-11,-23,4
-24,56,26,-13,-35,-39,4
-44,57,25,-12,-47,-49,4
-36,58,30,-16,-36,-37,4
-5,33,-18,16,-17,-37,4
-16,39,0,5,-21,-29,4
-35,55,27,-13,-41,-38,4
13,-4,-18,16,-7,-15,4
12,20,-24,19,-4,-11,4
-42,58,26,-13,-44,-46,4
-16,52,17,-6,-34,-15,4
-63,80,40,-23,-78,-75,5
-83,71,50,-32,-87,-76,5
-81,90,48,-30,-87,-71,5
-71,77,35,-20,-78,-74,5
-68,62,46,-28,-80,-80,5
-49,59,59,-40,-64,-62,5
-54,78,60,-41,-78,-74,5
-69,77,40,-23,-77,-68,5
-13,23,42,-25,-40,-22,5
-47,58,45,-27,-71,-72,5
-21,24,50,-32,-52,-42,5
-19,18,67,-47,-48,-56,5
-22,36,54,-35,-53,-45,5
-50,51,44,-27,-69,-71,5
-51,52,63,-43,-73,-60,5
-60,63,43,-26,-68,-73,5
-77,68,37,-21,-83,-79,5
-84,74,49,-31,-91,-78,5
-93,91,47,-29,-91,-80,5
-19,34,43,-26,-47,-27,5
-68,86,49,-31,-82,-79,5
-62,70,54,-35,-81,-76,5
-82,82,49,-31,-93,-77,5
-84,80,41,-24,-89,-76,5
-53,53,51,-33,-78,-74,5
-56,63,42,-25,-73,-73,5
-53,7,28,-14,-65,-67,5
-14,29,42,-25,-46,-35,5
-40,36,58,-39,-66,-69,5
-30,37,35,-20,-56,-46,5
-40,53,63,-44,-66,-70,5
-78,83,32,-17,-80,-72,5
-46,67,51,-33,-71,-64,5
-74,79,42,-25,-78,-74,5
-51,66,51,-33,-69,-54,5
-61,62,54,-35,-68,-59,5
-69,85,50,-32,-82,-76,5
-79,76,51,-33,-89,-74,5
-22,23,71,-51,-54,-67,5
-68,88,56,-38,-87,-81,5
-77,86,33,-18,-81,-75,5
-18,11,84,-66,-50,-66,5
-41,51,57,-38,-69,-73,5
-62,68,59,-40,-79,-74,5
-49,77,41,-25,-66,-72,5
-12,18,30,-16,-43,-34,5
-50,58,55,-36,-65,-58,5
-43,53,36,-20,-58,-60,5
-54,31,33,-18,-69,-67,5
-18,21,38,-21,-45,-29,5
-27,38,43,-26,-52,-58,5
-82,91,33,-18,-82,-79,5
-61,73,44,-27,-77,-60,5
-28,60,65,-46,-58,-65,5
-24,43,64,-44,-51,-62,5
-82,94,33,-18,-85,-80,5
-38,21,50,-32,-66,-64,5
-71,75,31,-17,-80,-63,5
-75,84,53,-35,-86,-81,5
-78,64,37,-21,-85,-76,5
-14,26,31,-16,-42,-31,5
-78,98,51,-33,-85,-84,5
-53,20,27,-14,-68,-64,5
-74,95,55,-36,-83,-75,5
-48,58,53,-34,-72,-65,5
-67,57,56,-37,-84,-76,5
-42,38,26,-12,-61,-64,5
-29,36,53,-35,-63,-49,5
-48,56,31,-16,-67,-60,5
-79,82,34,-19,-83,-76,5
-10,37,33,-18,-40,-38,5
-38,48,49,-31,-60,-41,5
-58,50,48,-30,-75,-68,5
-73,96,55,-37,-83,-77,5
-32,16,45,-28,-64,-60,5
-21,33,51,-33,-52,-42,5
-47,77,59,-40,-74,-72,5
-66,94,53,-34,-77,-73,5
-11,15,83,-65,-44,-65,5
-77,55,40,-23,-83,-77,5
-14,25,51,-32,-46,-49,5
-17,18,37,-21,-46,-30,5
-35,50,29,-15,-57,-56,5
-77,59,32,-18,-79,-75,5
-69,76,43,-26,-79,-70,5
-40,45,30,-16,-61,-59,5
-66,37,31,-16,-75,-72,5
-47,71,37,-21,-64,-64,5
-32,46,47,-29,-59,-70,5
-13,29,47,-29,-44,-33,5
-40,61,30,-16,-61,-63,5
-45,23,54,-36,-74,-65,5
-19,25,44,-26,-43,-26,5
-57,78,43,-26,-72,-49,5
-20,30,49,-31,-46,-26,5
-79,87,37,-21,-81,-76,5
-62,53,17,-6,-70,-56,5
-71,82,41,-24,-72,-70,5
-15,3,66,-46,-49,-53,5
-72,75,42,-25,-82,-79,5
-23,30,38,-22,-50,-38,5
-27,26,48,-30,-53,-41,5
-54,60,58,-39,-75,-72,5
-85,72,48,-30,-89,-71,5
-70,77,36,-20,-79,-77,5
-8,18,53,-34,-39,-42,5
-23,32,44,-27,-48,-57,5
-48,54,49,-31,-69,-70,5
-56,75,41,-24,-74,-70,5
-17,25,55,-36,-46,-42,5
-45,-10,46,-29,-68,-66,5
-47,68,55,-36,-72,-71,5
-34,24,48,-30,-59,-62,5
-16,18,28,-14,-46,-39,5
-61,16,26,-13,-66,-69,5
-19,34,45,-28,-48,-44,5
-43,21,47,-29,-72,-67,5
-16,38,64,-44,-49,-58,5
-60,75,57,-38,-75,-55,5
-58,65,52,-34,-68,-56,5
-14,45,32,-17,-38,-33,5
-26,36,29,-15,-44,-59,5
-66,75,45,-28,-82,-78,5
-65,63,40,-24,-81,-74,5
-87,81,48,-30,-90,-78,5
-23,28,48,-30,-56,-47,5
-31,35,63,-44,-59,-59,5
-43,41,64,-44,-68,-67,5
-60,75,53,-35,-81,-76,5
-16,14,66,-46,-47,-56,5
-30,50,52,-33,-53,-45,5
-57,76,57,-38,-73,-72,5
-47,58,60,-41,-69,-74,5
-70,84,58,-39,-83,-76,5
-83,80,48,-30,-92,-77,5
-68,82,48,-30,-76,-69,5
-73,83,45,-27,-84,-81,5
-34,40,38,-22,-57,-48,5
-66,71,38,-22,-73,-74,5
-56,78,46,-29,-72,-48,5
-63,82,47,-30,-77,-70,5
-79,82,50,-32,-85,-77,5
-92,100,45,-28,-91,-79,5
-83,68,39,-23,-87,-77,5
-74,76,37,-21,-81,-74,5
-29,36,50,-32,-52,-42,5
-65,73,58,-39,-84,-74,5
-16,30,61,-41,-47,-53,5
-73,76,55,-36,-81,-70,5
-27,43,54,-35,-53,-59,5
-27,33,49,-31,-58,-52,5
-12,26,54,-36,-47,-47,5
-60,69,56,-37,-79,-74,5
-46,56,55,-37,-66,-56,5
-28,37,24,-11,-48,-56,5
-89,88,47,-29,-93,-77,5
-29,29,45,-27,-58,-62,5
-18,33,56,-37,-49,-44,5
-56,52,62,-43,-78,-70,5
-53,61,43,-26,-67,-75,5
-13,15,55,-36,-36,-49,5
-58,64,51,-33,-70,-57,5
-45,23,38,-22,-70,-67,5
-44,62,55,-37,-74,-72,5
-68,67,56,-37,-81,-71,5
-61,57,34,-18,-71,-66,5
-10,18,51,-33,-39,-40,5
-33,29,55,-36,-60,-55,5
-56,72,47,-29,-73,-75,5
-75,69,46,-28,-80,-77,5
-45,50,48,-30,-70,-55,5
-63,71,52,-34,-77,-66,5
-63,77,47,-29,-82,-72,5
-45,64,60,-41,-72,-76,5
-45,29,29,-15,-60,-65,5
-85,89,45,-28,-89,-77,5
-69,73,45,-28,-87,-76,5
-73,72,39,-23,-76,-75,5
-83,79,60,-41,-91,-74,5
-62,77,40,-23,-73,-73,5
-48,73,53,-34,-70,-67,5
-70,77,42,-25,-78,-72,5
-58,59,49,-31,-79,-69,5
-74,69,34,-19,-80,-79,5
-31,30,61,-41,-57,-59,5
-42,55,64,-44,-69,-75,5
-51,55,39,-23,-67,-67,5
-81,91,49,-31,-85,-70,5
-65,85,58,-39,-84,-73,5
-61,88,59,-40,-76,-71,5
-62,80,49,-31,-79,-75,5
-23,18,37,-21,-49,-38,5
-19,17,30,-16,-47,-42,5
-37,41,48,-30,-59,-47,5
-29,47,54,-35,-55,-57,5
-23,31,46,-28,-55,-58,5
-37,39,54,-35,-70,-67,5
-84,84,41,-24,-86,-76,5
-86,86,43,-26,-86,-76,5
-54,60,51,-32,-72,-55,5
-64,63,48,-30,-77,-71,5
-79,69,50,-32,-86,-76,5
-64,77,63,-44,-84,-74,5
-73,84,54,-35,-83,-70,5
-56,63,36,-20,-68,-71,5
-68,81,56,-37,-81,-81,5
-50,57,49,-31,-70,-71,5
-90,88,46,-29,-94,-77,5
-68,81,56,-37,-81,-80,5
-62,83,55,-36,-75,-74,5
-23,36,51,-33,-58,-60,5
-69,86,54,-36,-81,-79,5
-82,82,60,-41,-87,-73,5
-72,80,34,-18,-81,-81,5
-81,83,39,-23,-81,-77,5
-94,89,46,-28,-93,-79,5
-76,74,46,-28,-88,-78,5
-72,65,57,-38,-84,-75,5
-84,87,51,-32,-90,-80,5
1,-17,57,-38,-34,-49,5
-65,54,45,-27,-77,-76,5
-31,29,30,-15,-55,-53,5
-52,54,50,-32,-78,-74,5
-66,84,59,-40,-84,-74,5
-24,28,43,-26,-51,-56,5
-21,24,45,-27,-50,-25,5
-71,76,38,-22,-83,-74,5
-79,78,38,-22,-85,-78,5
-85,91,54,-35,-92,-75,5
-49,21,32,-17,-61,-62,5
-62,16,32,-17,-70,-71,5
-21,35,67,-48,-52,-57,5
-25,44,27,-14,-50,-57,5
-59,56,49,-31,-81,-74,5
-11,0,57,-38,-41,-51,5
-68,84,49,-31,-79,-75,5
-81,82,34,-18,-79,-72,5
-60,74,51,-33,-75,-56,5
-17,32,54,-35,-50,-40,5
-39,65,34,-19,-60,-60,5
-63,80,59,-40,-86,-75,5
-67,73,35,-20,-80,-64,5
-70,98,44,-27,-84,-76,5
-16,41,62,-42,-47,-60,5
-23,44,55,-36,-58,-62,5
-46,60,62,-42,-66,-63,5
-16,19,83,-64,-45,-62,5
-63,32,29,-15,-74,-71,5
-72,83,45,-28,-82,-77,5
-69,76,55,-36,-82,-77,5
-64,69,47,-29,-74,-53,5
-69,76,29,-15,-82,-63,5
-85,85,34,-19,-82,-75,5
-75,73,37,-21,-83,-76,5
-84,86,31,-16,-86,-81,5
-79,80,40,-24,-82,-75,5
-35,58,60,-41,-63,-71,5
-71,63,54,-36,-86,-70,5
-64,59,53,-34,-82,-75,5
-64,68,47,-29,-74,-79,5
-57,31,29,-15,-66,-66,5
-76,69,36,-20,-80,-79,5
-64,73,40,-24,-76,-75,5
-45,43,63,-43,-74,-76,5
-84,86,39,-22,-76,-76,5
-63,70,47,-30,-82,-72,5
-51,71,45,-28,-64,-74,5
-80,83,40,-24,-82,-77,5
-24,43,63,-43,-59,-65,5
-47,63,60,-41,-70,-75,5
-43,56,51,-33,-70,-69,5
-91,86,49,-31,-95,-78,5
-38,32,35,-19,-56,-57,5
-67,70,59,-40,-86,-74,5
-68,67,36,-20,-79,-61,5
-24,30,30,-15,-53,-47,5
-72,83,35,-19,-73,-67,5
-42,60,45,-28,-69,-70,5
-80,81,32,-17,-80,-75,5
-80,83,52,-33,-86,-72,5
-24,39,70,-51,-48,-63,5
-67,60,44,-27,-79,-79,5
-63,60,35,-19,-79,-71,5
0,6,52,-34,-35,-39,5
-35,40,56,-37,-65,-67,5
-18,37,50,-32,-49,-44,5
-47,56,45,-28,-67,-72,5
-29,40,33,-18,-56,-46,5
-21,23,54,-36,-49,-59,5
-75,96,57,-38,-82,-78,5
-62,56,30,-16,-70,-69,5
-59,58,34,-19,-66,-69,5
-49,46,55,-37,-69,-73,5
-24,32,29,-15,-51,-61,5
-70,64,51,-33,-82,-72,5
-40,27,50,-32,-74,-72,5
-7,18,48,-30,-41,-30,5
-46,22,29,-15,-67,-68,5
-61,31,27,-13,-77,-71,5
-26,34,63,-43,-62,-73,5
-31,32,30,-15,-53,-55,5
-56,74,58,-39,-80,-71,5
-70,78,53,-35,-82,-76,5
-36,58,31,-16,-56,-56,5
-70,74,48,-31,-80,-75,5
-19,20,48,-30,-50,-41,5
-78,84,40,-23,-84,-75,5
-23,36,56,-37,-48,-31,5
-52,61,44,-27,-64,-70,5
-21,40,60,-41,-53,-62,5
-69,66,29,-15,-80,-75,5
-55,72,47,-29,-72,-57,5
-63,70,55,-36,-78,-74,5
-68,73,55,-36,-83,-79,5
-55,68,48,-30,-79,-79,5
-78,60,32,-17,-80,-76,5
-33,36,49,-31,-54,-63,5
-78,74,43,-26,-81,-75,5
-18,25,54,-35,-46,-52,5
-47,58,61,-42,-73,-78,5
-24,40,60,-41,-59,-68,5
-50,63,50,-32,-68,-57,5
-66,63,35,-19,-74,-67,5
-70,74,50,-32,-83,-78,5
-28,26,69,-50,-61,-64,5
-63,82,58,-39,-85,-78,5
-71,86,38,-22,-76,-70,5
-43,44,46,-28,-68,-70,5
-65,86,53,-34,-75,-75,5
-64,80,49,-31,-79,-76,5
-50,67,57,-38,-68,-69,5
-66,77,55,-36,-83,-81,5
-78,81,35,-19,-77,-76,5
-58,70,39,-23,-72,-72,5
-50,63,52,-34,-69,-76,5
-63,70,38,-22,-71,-72,5
-17,19,52,-33,-46,-37,5
-66,61,53,-34,-82,-76,5
-55,79,59,-40,-79,-78,5
-40,68,59,-40,-67,-70,5
-37,48,53,-35,-64,-68,5
-77,69,49,-31,-88,-75,5
-58,62,56,-38,-71,-57,5
-14,26,23,-11,-43,-56,5
-82,92,43,-26,-86,-79,5
-45,79,28,-14,-63,-62,5
-33,42,54,-35,-61,-64,5
-47,59,46,-29,-71,-53,5
-44,67,55,-37,-77,-76,5
-90,82,35,-19,-84,-76,5
-15,39,54,-36,-46,-45,5
-56,69,48,-30,-77,-72,5
-21,30,66,-47,-59,-65,5
-15,17,56,-37,-44,-55,5
-69,77,33,-18,-79,-69,5
-60,82,55,-37,-81,-71,5
-12,0,57,-38,-43,-52,5
-44,67,48,-30,-67,-51,5
-47,48,59,-40,-72,-67,5
-79,69,61,-42,-89,-72,5
-39,49,56,-37,-63,-57,5
-54,62,44,-26,-68,-69,5
-55,51,47,-30,-79,-73,5
-70,71,33,-18,-75,-66,5
-80,85,35,-20,-84,-79,5
-68,84,58,-39,-84,-72,5
-65,84,31,-16,-78,-66,5
-47,46,30,-15,-63,-60,5
-57,41,39,-23,-74,-68,5
-79,88,52,-34,-87,-79,5
-50,56,39,-22,-63,-69,5
-50,69,50,-32,-75,-76,5
-76,74,37,-21,-82,-80,5
-58,73,33,-18,-68,-66,5
-18,24,57,-38,-44,-54,5
-76,69,33,-18,-78,-76,5
-69,45,33,-18,-76,-76,5
-31,41,49,-31,-56,-43,5
-11,8,58,-39,-37,-48,5
-72,77,58,-39,-84,-67,5
-85,87,53,-34,-92,-72,5
-59,61,51,-32,-68,-74,5
-81,77,35,-20,-80,-78,5
-98,100,52,-34,-94,-78,5
-79,64,36,-20,-82,-74,5
-60,67,49,-31,-82,-78,5
-61,56,31,-16,-68,-64,5
-71,74,42,-25,-76,-73,5
-67,48,16,-6,-75,-59,5
-35,41,57,-38,-64,-62,5
-46,79,27,-14,-63,-62,5
-72,65,36,-20,-85,-79,5
-69,54,47,-29,-80,-78,5
-12,20,45,-28,-42,-34,5
-50,62,57,-38,-71,-67,5
-78,66,37,-21,-84,-80,5
-17,16,55,-36,-43,-51,5
-71,77,44,-26,-81,-75,5
-34,37,59,-40,-65,-66,5
-69,73,37,-21,-83,-71,5
-61,60,54,-36,-79,-75,5
-71,89,55,-37,-81,-75,5
-23,30,52,-33,-49,-34,5
-75,78,35,-20,-83,-80,5
-10,29,55,-37,-41,-50,5
-69,58,33,-18,-76,-72,5
-67,92,50,-32,-82,-78,5
-28,43,60,-41,-60,-64,5
-52,59,41,-24,-73,-71,5
-85,86,41,-25,-88,-81,5
-49,63,48,-30,-69,-54,5
-71,76,55,-36,-82,-77,5
-68,73,53,-34,-84,-70,5
-43,51,37,-21,-65,-66,5
-61,76,53,-35,-81,-71,5
-33,52,61,-42,-60,-59,5
-54,27,39,-23,-75,-70,5
-74,77,39,-22,-79,-73,5
-52,70,58,-39,-71,-72,5
-46,47,59,-40,-71,-62,5
-31,19,24,-11,-53,-59,5
-69,57,31,-16,-79,-74,5
-2,9,56,-37,-33,-46,5
-80,77,42,-25,-90,-83,5
-83,76,52,-33,-82,-73,5
-73,76,39,-23,-77,-73,5
-19,29,43,-26,-52,-56,5
-76,65,49,-31,-84,-75,5
-86,81,49,-31,-90,-78,5
-10,15,83,-65,-46,-64,5
-57,10,40,-23,-76,-72,5
-41,71,26,-13,-59,-61,5
-34,28,54,-36,-65,-59,5
-72,71,39,-23,-82,-75,5
-11,8,54,-35,-40,-52,5
-71,53,48,-30,-86,-76,5
-71,75,29,-15,-74,-72,5
-89,86,40,-23,-86,-75,5
-72,67,52,-33,-82,-74,5
-56,49,51,-32,-68,-65,5
-51,11,47,-29,-67,-63,5
-70,57,56,-37,-88,-73,5
-26,36,56,-37,-54,-41,5
-70,74,38,-22,-81,-66,5
-70,70,37,-21,-75,-74,5
-72,63,53,-34,-81,-72,5
-67,58,14,-4,-71,-56,5
-49,21,42,-25,-71,-67,5
-69,70,46,-29,-81,-69,5
-60,77,50,-31,-69,-69,5
-16,23,43,-26,-36,-28,5
-91,95,52,-34,-88,-71,5
-12,0,56,-37,-36,-51,5
-88,84,60,-41,-91,-77,5
-60,79,48,-30,-75,-72,5
-82,85,41,-24,-87,-77,5
-19,26,42,-25,-48,-39,5
-80,68,52,-34,-88,-73,5
-82,74,57,-38,-89,-76,5
-53,67,44,-27,-73,-59,5
-57,68,55,-36,-74,-74,5
-12,12,84,-66,-49,-68,5
-84,68,50,-31,-92,-72,5
-28,47,28,-14,-54,-55,5
-36,48,52,-34,-65,-65,5
-82,83,47,-29,-86,-74,5
-30,47,63,-44,-61,-66,5
-20,35,51,-33,-51,-30,5
-82,79,34,-19,-85,-79,5
-24,31,31,-16,-50,-60,5
-38,39,23,-11,-61,-65,5
-43,62,56,-37,-72,-74,5
-66,72,38,-22,-74,-75,5
-11,30,45,-28,-42,-34,5
-56,77,46,-28,-72,-50,5
-74,90,49,-31,-81,-76,5
-79,76,30,-16,-81,-75,5
-5,9,52,-33,-35,-40,5
-14,10,81,-62,-46,-66,5
-81,93,32,-17,-82,-77,5
-62,76,44,-27,-76,-79,5
-66,60,52,-34,-81,-70,5
-41,38,62,-43,-67,-65,5
-78,84,49,-31,-85,-78,5
-75,68,44,-27,-79,-77,5
-40,21,47,-30,-61,-61,5
-54,59,44,-27,-65,-67,5
-47,59,52,-33,-68,-51,5
-30,45,44,-26,-53,-58,5
-63,90,58,-39,-79,-74,5
-19,28,53,-35,-51,-55,5
-36,30,50,-32,-66,-61,5
-13,2,57,-38,-42,-49,5
-50,54,36,-20,-71,-63,5
-76,87,35,-19,-81,-77,5
-21,37,47,-29,-53,-54,5
-92,97,42,-25,-89,-74,5
-71,65,57,-38,-84,-71,5
-64,56,41,-25,-81,-80,5
-54,48,48,-31,-71,-73,5
-49,4,42,-25,-70,-66,5
-58,58,47,-30,-72,-76,5
-66,36,27,-13,-74,-76,5
-30,42,51,-33,-58,-50,5
-60,59,54,-35,-76,-73,5
-29,51,62,-43,-59,-64,5
-89,81,45,-28,-90,-76,5
-74,85,49,-31,-86,-72,5
-56,54,48,-30,-67,-72,5
-53,53,41,-24,-73,-71,5
-16,25,44,-27,-50,-56,5
-63,72,37,-21,-71,-71,5
-82,91,48,-30,-89,-81,5
-66,77,38,-22,-73,-74,5
-46,70,53,-35,-73,-75,5
-51,77,55,-37,-66,-54,5
-66,65,34,-19,-74,-72,5
-38,35,62,-42,-65,-58,5
-35,38,59,-39,-62,-65,5
-19,31,43,-26,-52,-57,5
-12,33,45,-28,-43,-38,5
-59,54,55,-37,-81,-76,5
-69,75,37,-21,-76,-75,5
-78,77,37,-21,-86,-79,5
-32,48,49,-31,-64,-64,5
-30,38,49,-31,-54,-44,5
-81,86,50,-32,-82,-72,5
-71,63,18,-7,-78,-60,5
-84,81,38,-22,-86,-79,5
-67,73,48,-30,-79,-73,5
-64,77,42,-25,-76,-71,5
-52,66,44,-27,-68,-67,5
-57,51,44,-27,-75,-79,5
-20,30,54,-35,-53,-41,5
-96,105,52,-33,-93,-78,5
-64,77,54,-36,-72,-56,5
-65,73,48,-30,-77,-72,5
-24,51,63,-43,-56,-64,5
-64,59,48,-30,-79,-72,5
-57,69,52,-33,-77,-78,5
-85,86,38,-22,-89,-79,5
-34,32,47,-29,-58,-60,5
-48,15,35,-19,-68,-64,5
-53,57,52,-34,-70,-64,5
-47,76,42,-25,-64,-71,5
-35,35,27,-14,-62,-65,5
-14,34,64,-45,-56,-63,5
-18,27,63,-43,-51,-49,5
-9,22,76,-57,-46,-57,5
-27,40,46,-28,-51,-37,5
-61,74,43,-26,-86,-75,5
-82,82,46,-28,-86,-78,5
-29,55,68,-49,-53,-62,5
-60,61,48,-31,-74,-74,5
-56,10,44,-27,-72,-68,5
-72,75,36,-20,-79,-74,5
-74,82,34,-19,-78,-73,5
-26,41,51,-33,-55,-49,5
-12,12,72,-53,-53,-66,5
-45,38,60,-41,-73,-62,5
-15,30,39,-23,-45,-33,5
-48,66,51,-32,-73,-74,5
-25,21,73,-53,-53,-63,5
-70,92,58,-39,-77,-77,5
-35,43,44,-27,-60,-62,5
-37,49,60,-41,-64,-64,5
-15,28,62,-43,-45,-47,5
-66,74,42,-25,-77,-71,5
-47,64,62,-42,-69,-73,5
-62,83,50,-32,-82,-73,5
-22,36,54,-35,-48,-31,5
-62,65,54,-35,-71,-66,5
-54,15,24,-11,-61,-63,5
-31,36,24,-11,-51,-54,5
-72,68,31,-16,-77,-76,5
-24,31,53,-35,-49,-32,5
-43,36,28,-14,-60,-61,5
-80,58,54,-35,-90,-71,5
-60,70,38,-22,-69,-71,5
-77,91,54,-36,-87,-77,5
-63,56,36,-20,-76,-76,5
-70,75,35,-19,-79,-69,5
-85,83,34,-19,-87,-80,5
-16,33,59,-40,-47,-45,5
-32,57,28,-14,-59,-62,5
-66,72,37,-21,-75,-75,5
-25,31,36,-20,-49,-36,5
-42,25,52,-34,-58,-58,5
-71,74,36,-20,-75,-70,5
-62,83,54,-35,-74,-73,5
-15,22,56,-37,-46,-45,5
-57,64,56,-37,-77,-76,5
-28,25,27,-14,-50,-56,5
-73,84,39,-22,-80,-80,5
-65,59,35,-20,-80,-76,5
-48,67,55,-36,-62,-67,5
-35,37,54,-36,-65,-57,5
-56,43,34,-18,-69,-69,5
-63,72,41,-24,-73,-72,5
-49,50,55,-36,-68,-56,5
-42,52,47,-29,-64,-48,5
-51,58,39,-23,-67,-66,5
-80,73,30,-15,-85,-78,5
-17,34,50,-32,-52,-46,5
-52,57,46,-28,-66,-53,5
-41,46,51,-33,-61,-63,5
-60,80,60,-41,-78,-76,5
-67,82,46,-28,-77,-70,5
-49,63,48,-30,-69,-54,5
-9,19,43,-26,-42,-35,5
-91,86,49,-31,-95,-78,5
-59,80,48,-30,-75,-68,5
-46,41,58,-39,-71,-59,5
-22,31,50,-32,-44,-31,5
-56,61,38,-22,-71,-67,5
-89,85,47,-29,-90,-77,5
-14,18,58,-39,-47,-57,5
-15,31,40,-24,-46,-33,5
-77,96,52,-34,-84,-77,5
-43,40,55,-37,-72,-68,5
-85,95,32,-17,-82,-75,5
-101,86,50,-32,-92,-83,5
-81,82,40,-23,-83,-76,5
-52,58,38,-22,-65,-63,5
-23,42,66,-47,-51,-60,5
-16,29,54,-35,-45,-55,5
-69,62,36,-20,-80,-80,5
-43,73,55,-37,-69,-66,5
-58,52,34,-18,-72,-70,5
-29,39,54,-36,-53,-45,5
-79,78,50,-31,-90,-76,5
-15,28,31,-17,-43,-35,5
-13,18,50,-32,-48,-33,5
-61,62,54,-35,-68,-59,5
-12,20,47,-29,-45,-33,5
-22,47,66,-46,-51,-50,5
-68,82,44,-27,-82,-73,5
-29,34,63,-44,-58,-63,5
-91,93,39,-22,-89,-74,5
-76,67,51,-33,-89,-79,5
-92,86,50,-32,-95,-78,5
-46,53,55,-36,-67,-56,5
-78,80,51,-33,-80,-71,5
-31,64,57,-38,-62,-66,5
-35,32,58,-39,-65,-62,5
-11,15,83,-65,-44,-65,5
-38,58,33,-18,-60,-65,5
-31,43,51,-33,-56,-47,5
-64,69,39,-22,-71,-72,5
-82,76,49,-31,-87,-71,5
-41,33,52,-34,-63,-68,5
-49,77,59,-40,-77,-78,5
-83,87,48,-30,-87,-73,5
-53,53,55,-36,-67,-57,5
-50,55,44,-26,-66,-61,5
-25,25,27,-13,-48,-55,5
-30,35,76,-56,-61,-64,5
-59,77,51,-33,-77,-76,5
-30,51,54,-36,-64,-72,5
-58,72,56,-37,-77,-73,5
-67,80,44,-26,-81,-79,5
-64,50,45,-27,-77,-71,5
-62,77,40,-23,-73,-73,5
-30,54,66,-47,-53,-70,5
-15,35,54,-35,-47,-46,5
-54,79,59,-40,-78,-78,5
-26,19,74,-54,-52,-63,5
-73,81,40,-23,-72,-71,5
-45,52,51,-33,-66,-62,5
-36,50,58,-39,-66,-70,5
-52,66,51,-33,-73,-73,5
-60,42,32,-17,-74,-65,5
-77,68,31,-16,-79,-75,5
-79,74,38,-22,-79,-69,5
-34,22,54,-36,-70,-62,5
-32,22,57,-38,-60,-62,5
-68,49,39,-22,-77,-72,5
-82,79,33,-18,-81,-76,5
-29,43,48,-30,-63,-58,5
-24,28,43,-26,-51,-56,5
-7,10,51,-33,-36,-37,5
-89,73,58,-39,-92,-78,5
-71,75,42,-25,-77,-70,5
-68,71,51,-33,-77,-70,5
-34,60,66,-47,-64,-66,5
-65,87,56,-38,-76,-71,5
-86,82,39,-23,-86,-77,5
-21,28,55,-36,-49,-54,5
-49,20,37,-21,-72,-71,5
-82,90,42,-25,-86,-76,5
4,13,43,-26,-32,-33,5
-54,56,46,-29,-74,-74,5
-56,68,57,-39,-74,-70,5
-66,16,31,-17,-71,-73,5
-46,60,50,-32,-71,-54,5
-63,80,53,-34,-80,-71,5
-25,49,65,-46,-56,-72,5
-37,54,53,-35,-60,-55,5
-63,63,41,-25,-77,-76,5
-64,75,56,-37,-84,-75,5
-21,44,70,-51,-49,-59,5
-78,92,47,-30,-87,-72,5
-37,45,48,-30,-60,-41,5
-80,69,32,-17,-83,-77,5
-80,66,42,-25,-82,-71,5
