source_split,source_label,source_row,AreaNorm,PerimNorm,RazonEjes,Excentricidad,Solidez,Extension,CantDedos
test,1,619,0.6479294365143191,4.108805705473324,0.4317171959804068,0.9020090147525216,0.8098859315589354,0.5338345864661654,1
test,2,1200,0.5993582173151122,4.966962459850307,0.4589602631116831,0.888456795170398,0.6931818181818182,0.5545454545454546,2
test,2,1201,0.6334417140287198,4.844111123990556,0.4264471403071921,0.9045124855544108,0.7112462006079028,0.6190476190476191,2
test,2,1202,0.6505773512912364,4.683797326015065,0.4762590078661203,0.8793050423069225,0.7371695178849145,0.5925,2
test,2,1203,0.6900550657776598,4.696520349917074,0.454786527862512,0.8906004794938978,0.7711864406779662,0.6319444444444444,2
test,2,1204,0.5635841480242004,5.018256925817707,0.4855272411318874,0.8742215383521834,0.6456375838926175,0.5326688815060908,2
test,2,1205,0.6174784418875291,4.95570677729788,0.4863723120706145,0.8737516661220651,0.6921017402945113,0.5108695652173914,2
test,2,1206,0.6762654606769604,4.806374979530774,0.4370275588456882,0.8994481156850452,0.7613104524180967,0.6115288220551378,2
test,2,1207,0.5803159382305093,4.963362002124377,0.4701324279611387,0.8825958872436267,0.6684856753069577,0.5426356589147286,2
test,2,1208,0.6779492445659814,4.662199775896038,0.4196271453163867,0.9076965676445076,0.768370607028754,0.6362433862433863,2
test,2,1209,0.6470756020330977,4.711197608984455,0.4480814659090706,0.8939927292259029,0.7075664621676891,0.5339506172839507,2
test,2,1210,0.6307195740857989,5.631204686990508,0.4171478412262128,0.9088386427525572,0.6915052160953801,0.5395348837209303,2
test,2,1211,0.5865751133076021,5.4297399096872185,0.4576939166506445,0.8891098237343871,0.6527958387516255,0.518595041322314,2
test,2,1212,0.6339571630715001,4.934874545375847,0.4781142279121929,0.87829766313473,0.7287066246056783,0.6581196581196581,2
test,2,1213,0.664875831031667,4.745164113290223,0.4225844852735955,0.9063235364956878,0.7361963190184049,0.54421768707483,2
test,2,1214,0.577307535139928,4.805528172977736,0.5080943764471305,0.8613014017304289,0.6562962962962963,0.5828947368421052,2
test,2,1215,0.5947283784976372,4.868530009274551,0.4766310535952101,0.8791034289255844,0.6752503576537912,0.59,2
test,2,1216,0.5806355508041882,4.857313597278122,0.4734643351675094,0.8808129899839059,0.6613832853025937,0.57375,2
test,2,1217,0.6816615040606137,4.634258993328779,0.4621550297972953,0.8867991477403782,0.7734241908006815,0.5543345543345544,2
test,2,1218,0.5609316260214818,4.838565632302027,0.4768977817041525,0.878958762289596,0.6618229854689565,0.5422077922077922,2
test,2,1219,0.6030014866267894,4.987658634794348,0.4767493838213036,0.8790392625053828,0.6929238985313751,0.5486257928118393,2
test,3,1800,0.6236473387137432,5.311555724231675,0.5221574517652237,0.8528491048046237,0.6860103626943005,0.5535117056856187,3
test,3,1801,0.6217174560045408,5.3771338636059,0.4998004110516228,0.8661406058560174,0.7060849598163031,0.5694444444444444,3
test,3,1802,0.6000798927651748,5.452582886841081,0.5247616235310844,0.8512492223015656,0.6791808873720137,0.5102564102564102,3
test,3,1803,0.5810579211147043,5.3883160562096775,0.5531733848456648,0.8330661476127751,0.6698113207547169,0.4717607973421927,3
test,3,1804,0.5928122348919642,5.289556122656326,0.5666305054940969,0.8239720081674524,0.6744930629669157,0.512987012987013,3
test,3,1805,0.6399705586567879,5.07520304774545,0.5173335974762396,0.8557838213721337,0.7201767304860088,0.5556818181818182,3
test,3,1806,0.6617681894100353,4.958121460933183,0.4981245177734655,0.8671055096082324,0.7250437828371279,0.6052631578947368,3
test,3,1807,0.5677891487969755,5.338705127140681,0.5699544428745982,0.8216762945634408,0.6501614639397201,0.4575757575757576,3
test,3,1808,0.581087967760282,5.458531994885812,0.569453465290121,0.8220235707502996,0.6638388123011665,0.5081168831168831,3
test,3,1809,0.6457459138653792,4.890236530843524,0.5193770951418272,0.8545451614994011,0.7293729372937293,0.5846560846560847,3
test,3,1810,0.5926483067890862,5.429670990855295,0.5408554860345313,0.8411155350047643,0.6767189384800965,0.501788908765653,3
test,3,1811,0.6780780194283731,4.802179524099441,0.4581755687292525,0.8888617149026197,0.7530562347188264,0.6363636363636364,3
test,3,1812,0.5748022943059454,5.392282470698291,0.5698866342736206,0.821723325746741,0.6461377870563675,0.4743295019157088,3
test,3,1813,0.5725179930796518,5.463040407965515,0.5698005121697939,0.8217830469966149,0.6527777777777778,0.4788401253918495,3
test,3,1814,0.612376242875264,5.445269358563241,0.5162420007311993,0.856442757387234,0.693012600229095,0.5170940170940171,3
test,3,1815,0.6852770886457862,4.481245636333914,0.4550521674170728,0.8904647802855677,0.7893660531697342,0.7095588235294118,3
test,3,1816,0.6408903000493331,5.167093971563356,0.5134702678028911,0.8581073849364236,0.7138157894736842,0.5864864864864865,3
test,3,1817,0.628376014532328,5.183936826784419,0.5185696410585251,0.8550353953915781,0.7125435540069687,0.541005291005291,3
test,3,1818,0.6094488423085382,5.341308507517416,0.5180647683806054,0.8553413913536219,0.6888361045130641,0.5395348837209303,3
test,3,1819,0.5990585422893976,5.50276462645722,0.5259466683149205,0.8505175495475886,0.6754966887417219,0.5230769230769231,3
test,4,2400,0.6252049831196163,5.176545342886463,0.5905027180950991,0.8070356497220553,0.6852941176470588,0.4623015873015873,4
test,4,2401,0.5788580240332327,5.696921633879096,0.6818744335474363,0.7314692453373299,0.623006833712984,0.425019425019425,4
test,4,2402,0.5833110858416557,5.807953910032812,0.655686586569858,0.7550331782063409,0.6366704161979753,0.4211309523809524,4
test,4,2403,0.562223061602484,5.8560235406275964,0.7034574032782526,0.7107374211148713,0.6251319957761352,0.4228571428571429,4
test,4,2404,0.5914964689848677,5.501129644331694,0.6652692322804356,0.7466035417683202,0.6477419354838709,0.4239864864864865,4
test,4,2405,0.5692076974751267,5.890953333526882,0.664050001362886,0.7476881674133615,0.6288156288156288,0.4126602564102564,4
test,4,2406,0.5930558149349371,5.551314368737448,0.6521369393016622,0.7581011887592976,0.6400541271989174,0.4408201304753029,4
test,4,2407,0.6040452004043079,5.650334759566083,0.6574267517662776,0.7535184576784042,0.6550868486352357,0.4367245657568238,4
test,4,2408,0.572821764323314,5.798660314959849,0.6871080155270651,0.7265552800705933,0.6412037037037037,0.4196969696969697,4
test,4,2409,0.5805854339697751,5.656273399653316,0.6933697223663101,0.7205820065097838,0.64472190692395,0.4303030303030303,4
test,4,2410,0.6129470589988709,5.187061934564988,0.6564735002073284,0.754349085984426,0.6616766467065869,0.4677248677248677,4
test,4,2411,0.5634278837496607,5.846276589709719,0.7049902343159301,0.7092170115833165,0.6246023329798516,0.4207142857142857,4
test,4,2412,0.618226765298291,5.403397587108892,0.6387780723232442,0.7693910412261117,0.6742323097463284,0.4286926994906621,4
test,4,2413,0.62851569988119,5.272487740815208,0.6318649975828988,0.7750784636600112,0.6779220779220779,0.4578947368421052,4
test,4,2414,0.6288495025117524,5.084443738386551,0.6317244431032997,0.7751930262752794,0.6852646638054364,0.4588122605363984,4
test,4,2415,0.5649188801338725,5.750398521549714,0.7109963207416327,0.703195728010247,0.6178571428571429,0.4268092105263157,4
test,4,2416,0.6283574115482469,5.413523719185321,0.5445724201575647,0.8387138243785736,0.6923076923076923,0.4649122807017544,4
test,4,2417,0.6139013247569621,5.4210366755212265,0.6293076871365284,0.7771562487112056,0.66,0.4512820512820513,4
test,4,2418,0.5968525445619484,5.68021345759152,0.6334665723182203,0.7737700574171923,0.6509695290858726,0.4417293233082707,4
test,4,2419,0.5999056008513389,5.21185548155141,0.6808568103953334,0.7324165506993224,0.6480446927374302,0.4419047619047619,4
test,5,3000,0.5421005992756296,5.702573830288158,0.7277045280821444,0.6858907491785725,0.5545977011494253,0.3639220615964802,5
test,5,3001,0.592146160233795,5.5563198343926805,0.7003386426324456,0.7138107491735773,0.6091081593927894,0.3819155264723379,5
test,5,3002,0.5579976656699358,5.764885640256803,0.6874068572813573,0.7262725470252663,0.5821428571428572,0.3614190687361419,5
test,5,3003,0.5441881567187914,5.871717727287753,0.7139308824744661,0.7002161773689823,0.553875236294896,0.3599508599508599,5
test,5,3004,0.5789874264237608,5.935514507963975,0.7033453833357729,0.7108482761744975,0.595581171950048,0.3780487804878049,5
test,5,3005,0.5488629428031349,5.957517197946304,0.7391894486845249,0.6734975567538967,0.5696095076400679,0.355026455026455,5
test,5,3006,0.5820757454111489,5.496759163235379,0.7033324408243787,0.710861081846532,0.6051625239005736,0.3774597495527728,5
test,5,3007,0.5309233820169651,6.020680687992046,0.7146685732075101,0.6994632445450881,0.550519357884797,0.3581081081081081,5
test,5,3008,0.5406592560009056,5.878909516758441,0.6892875525022178,0.7244878673694282,0.5744125326370757,0.3743618831537152,5
test,5,3009,0.5651578327633903,5.745742300464645,0.6769515678111567,0.736027563911853,0.5896452540747843,0.3754578754578754,5
test,5,3010,0.6092833943987238,5.294926012944009,0.7518913230312144,0.6592870682414224,0.6401273885350318,0.4068825910931174,5
test,5,3011,0.5342484972530025,6.074315708116741,0.6925775761060824,0.7213434002436173,0.5622866894197952,0.3581521739130435,5
test,5,3012,0.6044565884123291,5.350377577933433,0.7350448122768601,0.6780185277297925,0.626848691695108,0.4036630036630036,5
test,5,3013,0.5455544354043673,5.89993052123265,0.7356457007099878,0.6773665204502737,0.5590631364562119,0.3611842105263158,5
test,5,3014,0.5247411469513718,6.134281793164434,0.7194582407976404,0.6945357008450787,0.5494596841230258,0.3504772004241782,5
test,5,3015,0.5729074440494201,5.348997454101754,0.6760806851486237,0.7368275966391102,0.5764411027568922,0.365079365079365,5
test,5,3016,0.6117927906946248,5.411302252233093,0.7622637465305583,0.647266545346812,0.6340755082284608,0.3808139534883721,5
test,5,3017,0.5786730410490124,5.696685964993425,0.7234332613586494,0.6903943194725664,0.583,0.3646028767979987,5
test,5,3018,0.5887135199992779,5.158405530529583,0.7293655910303842,0.6841241368501028,0.6163594470046083,0.3919413919413919,5
test,5,3019,0.5819151510612993,5.635064084560615,0.7460054687208464,0.6659398175800801,0.5926605504587156,0.3670454545454545,5
