66,17,75,53,-32,71,-112,12
2,28,-3,19,22,50,-26,17
-25,-55,-31,28,15,46,-85,-49
3,-14,-8,-36,16,-33,36,6
-127,2,-62,-27,70,-45,5,68
22,-60,37,45,28,1,27,-28
