-89,-72,38,2,-19,83
5,48,18,-47,-51,36
102,6,33,-7,-42,-4
127,-31,-16,2,-11,73
4,-29,22,10,12,-110
33,-38,-46,55,18,22
-39,-29,23,54,-52,-23
-17,73,-54,8,16,-57
